transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,payment_status,transaction_date_parsed,transaction_year,transaction_month,transaction_month_name,transaction_quarter,email_masked,phone_masked,data_source,category_standard,standard_price,revenue
94,50,Stacey Henderson,104,8000.0,Shoes,Clothing,online,Mumbai,2025-02-11 00:00:00,4,Cash,0.25,successful,2025-02-11,2025,2,February,Q1,fbdfa9e981043625f0f6a76da708eb8d1c24b20ab86095cbae909ae5ee2bbf4d,XXXXXX2385,retail_data1,Clothing,8000,24000.0
95,478,Crystal Mejia,107,50000.0,Dining Table,Furniture,online,Mumbai,07-18-2025,1,Cash,0.4,successful,2025-07-18,2025,7,July,Q3,7587adcb489a72b11d40e77e7525661137e8b3db5dd02654f3bcb3ac17af172b,XXXXXX1187,retail_data1,Furniture,50000,30000.0
96,153,Stephanie Hanna,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,12-27-2025,1,Card,0.15,successful,2025-12-27,2025,12,December,Q4,dca87fdc83ffd7b252e763f9ae8f274831eccf0487bd54586bc4b986e0f7e2f4,XXXXXX8701,retail_data1,Home Appliances,45000,38250.0
98,372,Brandon Gordon,105,45000.0,TV,Electronics,offline,Mumbai,10-31-2025,5,Upi,0.15,successful,2025-10-31,2025,10,October,Q4,da442a1787902c029986e44656c870607ef6da81beb79b25249626d2700084f9,XXXXXX1702,retail_data1,Electronics,45000,191250.0
99,753,Kelly Ball,102,70000.0,Phone,Electronics,online,Delhi,2025-10-07 00:00:00,3,Card,0.15,successful,2025-10-07,2025,10,October,Q4,07eb6dae922939007d193a63fa90e91d56382faaafe1d39ce5d2a38298b98e58,XXXXXX2869,retail_data1,Electronics,70000,178500.0
100,864,Cameron Black,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-04-20 00:00:00,1,Upi,0.15,successful,2025-04-20,2025,4,April,Q2,611b9b453561fd7262f13e4ad2083f7cfd9c63a5ea9c1f0d2ba1d081d1404ef5,XXXXXX9477,retail_data1,Home Appliances,65000,55250.0
101,645,Joshua Burton,102,70000.0,Phone,Electronics,online,Mumbai,02-19-2026,1,Card,0.25,successful,2026-02-19,2026,2,February,Q1,dd1d34024c705f987456f8bb4a52d76a4f61a48ba603ca34591efa3cee80f532,XXXXXX6788,retail_data1,Electronics,70000,52500.0
102,1000,Shannon Haley,103,1300.0,Shirt,Clothing,online,Bangalore,2025-05-30 00:00:00,3,Netbanking,0.15,successful,2025-05-30,2025,5,May,Q2,18c0c456bd5d09ed7d9d7491cca436295cde690abda5465c2b96b9a81ca07312,XXXXXX6701,retail_data1,Clothing,1300,3315.0
103,909,Jacqueline Frye,105,45000.0,TV,Electronics,online,Chennai,2025-09-05 00:00:00,3,Cash,0.35,successful,2025-09-05,2025,9,September,Q3,bde89af65408205c37f8ace07696010e4d49c4dbf738c9a217711d479ee07c7e,XXXXXX2895,retail_data1,Electronics,45000,87750.0
104,788,William Wright,107,50000.0,Dining Table,Furniture,offline,Bangalore,06-30-2025,2,Upi,0.15,successful,2025-06-30,2025,6,June,Q2,0ad4d955427525af4577a0e4e698e6e7f9b90fbf9583607d4d6882e72a5d9779,XXXXXX5393,retail_data1,Furniture,50000,85000.0
105,713,Jason Griffin,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-02-26 00:00:00,1,Netbanking,0.05,successful,2026-02-26,2026,2,February,Q1,62eed7b1b49b52819b32f8042e34ae08b99d06dfd9d6c51794077974f1cd62dc,XXXXXX8007,retail_data1,Furniture,50000,47500.0
106,54,Jessica Hernandez,105,45000.0,TV,Electronics,offline,Hyderabad,2026-02-27 00:00:00,2,Card,0.05,successful,2026-02-27,2026,2,February,Q1,8e83b3cfd676ffb9712d3e2011527bf9eae04df3f8eda962e1f9dfe05a3038fe,XXXXXX1854,retail_data1,Electronics,45000,85500.0
107,89,Joseph Davis,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-03-09 00:00:00,4,Upi,0.35,successful,2025-03-09,2025,3,March,Q1,45b8e1814fe2df1f6dd781f310bbae30807cf4f446176ab7febcaa963bbcc4c5,XXXXXX8548,retail_data1,Furniture,80000,208000.0
108,724,Kimberly Winters,103,1300.0,Shirt,Clothing,offline,Chennai,06-22-2025,4,Card,0.35,successful,2025-06-22,2025,6,June,Q2,9fc046653dd67872f24ffc2eb538210f2307d35a28fbc69db0960db7181cd0f0,XXXXXX1493,retail_data1,Clothing,1300,3380.0
109,128,Ethan Porter,104,8000.0,Shoes,Clothing,online,Bangalore,2026-02-03 00:00:00,3,Card,0.2,successful,2026-02-03,2026,2,February,Q1,1d455eb08063fba248e5874bbbb975d04df9ff158e4cb08edaba4c5ac105559a,XXXXXX4264,retail_data1,Clothing,8000,19200.0
110,264,Kelli Johnson,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-08-25 00:00:00,2,Cash,0.2,successful,2025-08-25,2025,8,August,Q3,f91f914aed51f1b64e1b44b09643ad25d1e06957172f025a348afcb5a6b56bf7,XXXXXX6731,retail_data1,Furniture,50000,80000.0
111,637,Kevin King,106,80000.0,Sofa,Furniture,online,Bangalore,2026-02-18 00:00:00,5,Cash,0.1,successful,2026-02-18,2026,2,February,Q1,9f6fff9dbf5ee91006ccb373d68bd6d371c2364c631258dc8679e10f2a6445bf,XXXXXX5430,retail_data1,Furniture,80000,360000.0
112,381,Melissa Garza,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-09-14 00:00:00,1,Cash,0.15,successful,2025-09-14,2025,9,September,Q3,41cb70606af29287511401cbb5960022a5e579cf30f6d19a9438bd6575acb2e4,XXXXXX4306,retail_data1,Electronics,70000,59500.0
113,286,Carmen Sanders,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-01-12 00:00:00,4,Netbanking,0.4,successful,2026-01-12,2026,1,January,Q1,70e4d9c697a17cbba23a35ffa9fe4482e40f7afba5e0d669c59820e354ea8f01,XXXXXX0019,retail_data1,Home Appliances,15000,36000.0
114,484,Eric Cabrera,101,250000.0,Laptop,Electronics,online,Bangalore,2025-04-07 00:00:00,3,Netbanking,0.25,successful,2025-04-07,2025,4,April,Q2,300671190a59d44b003c2577647b98e08767d093afa441512845c0a613204d3e,XXXXXX8733,retail_data1,Electronics,250000,562500.0
115,270,Katherine Shaw,107,50000.0,Dining Table,Furniture,online,Chennai,2025-12-16 00:00:00,1,Card,0.1,successful,2025-12-16,2025,12,December,Q4,57acd6a9ebbb82f2541503556f1ff63ddac9f8ec71f8bbf5d77a00cebc185f6e,XXXXXX7908,retail_data1,Furniture,50000,45000.0
116,756,Juan Mata,103,1300.0,Shirt,Clothing,online,Bangalore,2025-11-22 00:00:00,4,Netbanking,0.2,successful,2025-11-22,2025,11,November,Q4,472425343e4d85e01e93fd1b78f55ed9115f9656cdfbefb8eb8d8ec228c9b957,XXXXXX4818,retail_data1,Clothing,1300,4160.0
117,937,Nicole Woods,107,50000.0,Dining Table,Furniture,online,Mumbai,07-28-2025,4,Netbanking,0.35,successful,2025-07-28,2025,7,July,Q3,8e2ed67e6b7498c895b0a54cf00a0b8e4daad5510d7fe1c81c3412ca2cc7c644,XXXXXX9075,retail_data1,Furniture,50000,130000.0
118,206,Kevin Cox,105,45000.0,TV,Electronics,online,Chennai,2025-04-18 00:00:00,1,Upi,0.4,successful,2025-04-18,2025,4,April,Q2,7974d2a21929519f695fda07caaa88cbd9c2db067871ad3a4a97c98b53267084,XXXXXX5408,retail_data1,Electronics,45000,27000.0
119,822,Christine Rivera,101,250000.0,Laptop,Electronics,online,Hyderabad,02-24-2026,2,Netbanking,0.25,successful,2026-02-24,2026,2,February,Q1,83c1c2834578d47bbd3fcb7679efd6950d3c728ea9ffae2004b466c95c30ee4b,XXXXXX6621,retail_data1,Electronics,250000,375000.0
120,618,Alan Torres,110,45000.0,Microwave,Home Appliances,offline,Chennai,09-23-2025,5,Card,0.25,successful,2025-09-23,2025,9,September,Q3,193d421bd9ff3853e2c16389192a28c7bd6eff00777e9e91019cdb16ca9c4bff,XXXXXX3305,retail_data1,Home Appliances,45000,168750.0
121,175,Shelby Casey,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-05-30 00:00:00,1,Card,0.25,successful,2025-05-30,2025,5,May,Q2,7fb0d7741ebd0b5c3b784441d75e03a9570f0d6d8ff513fb74d36472dee7e3c3,XXXXXX1133,retail_data1,Home Appliances,65000,48750.0
122,549,Jacob Hopkins,102,70000.0,Phone,Electronics,online,Bangalore,2025-05-17 00:00:00,4,Cash,0.15,successful,2025-05-17,2025,5,May,Q2,9bcebdaf5a9bafc194d75952bec7291b5fd445d39db8949fdf57be3a6ea69725,XXXXXX6590,retail_data1,Electronics,70000,238000.0
123,387,Kenneth Rocha,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-06-30 00:00:00,5,Upi,0.3,successful,2025-06-30,2025,6,June,Q2,589d391dd815ed91299e4253916cbd84cdc21005c400f92c4e920c8017820784,XXXXXX3283,retail_data1,Home Appliances,45000,157500.0
124,592,Timothy Medina,104,8000.0,Shoes,Clothing,offline,Delhi,2026-03-04 00:00:00,3,Card,0.35,successful,2026-03-04,2026,3,March,Q1,b796d279608fdd44fc78d550219171abfa36cec9fcf2603fa39a61166e3235c5,XXXXXX8501,retail_data1,Clothing,8000,15600.0
125,580,Meredith Walker,107,50000.0,Dining Table,Furniture,offline,Chennai,10-13-2025,2,Card,0.25,successful,2025-10-13,2025,10,October,Q4,6acbaf29e0c205d54ae6223a2b8706e45b42714f76de463fa24d460a6a57824d,XXXXXX7146,retail_data1,Furniture,50000,75000.0
126,17,Duane Hall,101,250000.0,Laptop,Electronics,online,Bangalore,02-25-2026,1,Card,0.15,successful,2026-02-25,2026,2,February,Q1,3c9f2db51c8fa152a6f5607757049f66dd2cc7b9b23c95ca589fc89feb85612b,XXXXXX1149,retail_data1,Electronics,250000,212500.0
127,115,Linda Graham,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-24 00:00:00,1,Upi,0.4,successful,2026-03-24,2026,3,March,Q1,4302fcc9876e8b97c3fb22da8f8adab14017f8ab15039dc3b4b418c88979030b,XXXXXX1568,retail_data1,Electronics,250000,150000.0
128,710,April Moore,101,250000.0,Laptop,Electronics,offline,Mumbai,07-22-2025,3,Cash,0.3,successful,2025-07-22,2025,7,July,Q3,187c0c7e1fd3c016138728a4fb15a3295843c8c633ca9e6e615e0cefb0f80efa,XXXXXX1176,retail_data1,Electronics,250000,525000.0
129,150,Donald Bradley,104,8000.0,Shoes,Clothing,offline,Mumbai,01-17-2026,5,Cash,0.4,successful,2026-01-17,2026,1,January,Q1,a6a3d62df9e1ed4af6f81be7b4a98c4f6fe8e7e8ae168705635a4260cf5dc281,XXXXXX9420,retail_data1,Clothing,8000,24000.0
130,149,Ashley Mejia,103,1300.0,Shirt,Clothing,online,Chennai,2025-11-23 00:00:00,1,Card,0.15,successful,2025-11-23,2025,11,November,Q4,f07ce521fbe4363a1047931c5ebdd328724332a89b662a60d2b093cf079a2089,XXXXXX6443,retail_data1,Clothing,1300,1105.0
131,274,Joseph Parker,107,50000.0,Dining Table,Furniture,online,Bangalore,2026-01-06 00:00:00,1,Upi,0.15,successful,2026-01-06,2026,1,January,Q1,a507078d31d9173b902dfebf1778634707ff57b26f8088e687aa5c4e5080587e,XXXXXX9206,retail_data1,Furniture,50000,42500.0
132,173,Joshua Smith,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-06-07 00:00:00,2,Upi,0.4,successful,2025-06-07,2025,6,June,Q2,a51a570269f458414b1a18e33cb26a327faba68bd581f087647e74fed635cd0f,XXXXXX7378,retail_data1,Home Appliances,65000,78000.0
134,702,Robert Jackson,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-09-30 00:00:00,1,Upi,0.05,successful,2025-09-30,2025,9,September,Q3,071ebea4c5a91a2906832fe0e6c594b4e80e856beb87800dbe4db728ed453213,XXXXXX6138,retail_data1,Home Appliances,15000,14250.0
135,362,David Wells,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-11-25 00:00:00,5,Cash,0.2,successful,2025-11-25,2025,11,November,Q4,853a71dc6129c40e8986a47df42b24c46c02ae8945a982507a4616a9adc66077,XXXXXX9722,retail_data1,Electronics,250000,1000000.0
136,863,Travis Morgan,101,250000.0,Laptop,Electronics,online,Bangalore,2025-05-24 00:00:00,1,Card,0.15,successful,2025-05-24,2025,5,May,Q2,9aeaebea474f2947ee4b441f4cd8f1f73d927159240ec97179fc593d8eed6a86,XXXXXX4457,retail_data1,Electronics,250000,212500.0
137,38,Laura Shelton,103,1300.0,Shirt,Clothing,online,Bangalore,2026-02-08 00:00:00,4,Card,0.05,successful,2026-02-08,2026,2,February,Q1,41cec73548c2c0ee651d9b1a819dcf7c514155f617ca4bee52ee22068b53a311,XXXXXX7405,retail_data1,Clothing,1300,4940.0
138,432,Charles Nelson,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-02-22 00:00:00,4,Netbanking,0.4,successful,2026-02-22,2026,2,February,Q1,b0a69a3f0240b59e7c1a8c8af48c5124188225658da64dd8d76637a9e83c3114,XXXXXX1774,retail_data1,Clothing,1300,3120.0
139,907,Jeffrey Mccall,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2026-02-17 00:00:00,4,Netbanking,0.05,successful,2026-02-17,2026,2,February,Q1,d889ceb7a2034bcfee38fd7f6747a844b6b7bd0461f4dd994aebd52a68a619f8,XXXXXX4650,retail_data1,Home Appliances,65000,247000.0
140,400,Brenda Johnson,101,250000.0,Laptop,Electronics,online,Chennai,2025-06-09 00:00:00,4,Netbanking,0.1,successful,2025-06-09,2025,6,June,Q2,6b13c52c22a7af6ea2e7a0b88290b2693d392b55f009ce10d3b4713aa27ea23d,XXXXXX8393,retail_data1,Electronics,250000,900000.0
141,180,Chelsea Meyer,103,1300.0,Shirt,Clothing,online,Bangalore,2025-11-07 00:00:00,4,Card,0.1,successful,2025-11-07,2025,11,November,Q4,fdb28c9214508561d296c8b71d4a4e0aafe420f0463cc5ea4e8f08fadf2aa2c8,XXXXXX6560,retail_data1,Clothing,1300,4680.0
142,137,Kathleen Douglas,107,50000.0,Dining Table,Furniture,online,Mumbai,09-26-2025,1,Cash,0.15,successful,2025-09-26,2025,9,September,Q3,185870ade41b9b73e3a89a6115761a92fed743af8e07632c4ca884b53cafe403,XXXXXX6544,retail_data1,Furniture,50000,42500.0
143,313,Mary Lowe,107,50000.0,Dining Table,Furniture,offline,Delhi,2026-12-04 00:00:00,3,Upi,0.35,successful,2026-12-04,2026,12,December,Q4,3570a195ee1c535ce0c5eb9ead535438a66cb2af2f5bad1a98bead8439f85f93,XXXXXX2640,retail_data1,Furniture,50000,97500.0
144,718,Rebecca Mills,103,1300.0,Shirt,Clothing,online,Delhi,03-21-2026,2,Card,0.1,successful,2026-03-21,2026,3,March,Q1,beb29d37b437a3d95ea23a1e47c728ea45434241ad0ba6e86b485f7b1870256d,XXXXXX1168,retail_data1,Clothing,1300,2340.0
145,975,Jacqueline Doyle,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-01-12 00:00:00,3,Card,0.1,successful,2026-01-12,2026,1,January,Q1,35436649ed9d9544804baad73b564f5c02dd4f18af4ae69552c1c4b6e40bf9d4,XXXXXX0490,retail_data1,Home Appliances,65000,175500.0
146,311,Juan Murphy,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-10-29 00:00:00,2,Netbanking,0.1,successful,2025-10-29,2025,10,October,Q4,e2b2633ef4e9cf1858a251100a0bcb368e82071131e2a117edf33a7dc38fd63e,XXXXXX7160,retail_data1,Clothing,1300,2340.0
147,111,Alyssa Mitchell,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-09-08 00:00:00,4,Card,0.35,successful,2025-09-08,2025,9,September,Q3,d8b6306bae4961c4512894eb5c98b978f5e5f21d491844b724ea0d6e3781bdaa,XXXXXX2386,retail_data1,Furniture,50000,130000.0
148,139,Melissa Peterson,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-07-09 00:00:00,3,Netbanking,0.25,successful,2025-07-09,2025,7,July,Q3,829fcd93fcabd5f9865546f44bf5cd3e2a57b177b8a41dd9a94b5c65c034ee51,XXXXXX2133,retail_data1,Clothing,8000,18000.0
149,644,John Parrish,102,70000.0,Phone,Electronics,offline,Delhi,2026-04-04 00:00:00,4,Card,0.2,successful,2026-04-04,2026,4,April,Q2,282d7157a8ce8df1e7bd9e4fbbf8e34c796353c62f7739b8f8558019b7448b39,XXXXXX7481,retail_data1,Electronics,70000,224000.0
150,917,Alexandria Marks,105,45000.0,TV,Electronics,online,Hyderabad,2025-04-11 00:00:00,2,Cash,0.4,successful,2025-04-11,2025,4,April,Q2,661596054650279325591fe35829519642026c2db1de8366ed72272453b0f496,XXXXXX3519,retail_data1,Electronics,45000,54000.0
151,294,Jared Moreno,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-04-01 00:00:00,1,Netbanking,0.4,successful,2026-04-01,2026,4,April,Q2,b4a21b436d0470d0003926f117f5985a1a3a44a06301a8871fd067f3bba6dec8,XXXXXX7809,retail_data1,Electronics,250000,150000.0
152,171,Michael Church,105,45000.0,TV,Electronics,online,Hyderabad,06-26-2025,1,Netbanking,0.3,successful,2025-06-26,2025,6,June,Q2,51d762f535309dfbb714479fc1288006f3b6f80529903782fc805098d08ebb63,XXXXXX4681,retail_data1,Electronics,45000,31500.0
153,1,Karen Pollard,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-04-10 00:00:00,3,Netbanking,0.15,successful,2026-04-10,2026,4,April,Q2,c5bfd2c5fbce31ec4e529f0ad9f2aa05726fcef89e4a875df9c5aff0b01c60fd,XXXXXX6363,retail_data1,Home Appliances,15000,38250.0
154,835,Juan Watkins,102,70000.0,Phone,Electronics,online,Delhi,2026-01-31 00:00:00,4,Upi,0.3,successful,2026-01-31,2026,1,January,Q1,8f6315f73016121715b3a248791633192311b897db2688ff8a590072a6172188,XXXXXX2580,retail_data1,Electronics,70000,196000.0
155,363,Leonard Travis,105,45000.0,TV,Electronics,online,Delhi,2025-06-07 00:00:00,3,Card,0.1,successful,2025-06-07,2025,6,June,Q2,2aec03be669b4a0b2d4b40a6dba7a96b0839b5cb2c907ae83464f33f92be5ca6,XXXXXX0472,retail_data1,Electronics,45000,121500.0
156,334,Brenda Gonzales,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-05-11 00:00:00,5,Card,0.3,successful,2025-05-11,2025,5,May,Q2,a79f84031e2cf4f24ddf1ee6bd6b211ff3ab2c4d044dfcd00a6a5fe76b2a8857,XXXXXX1783,retail_data1,Home Appliances,65000,227500.0
157,39,Megan Jones,102,70000.0,Phone,Electronics,online,Hyderabad,2026-01-03 00:00:00,1,Upi,0.25,successful,2026-01-03,2026,1,January,Q1,0391364be6bc03aad3730c85c66657073d8532de3d1e9aff484fc6f736b5ab1c,XXXXXX0686,retail_data1,Electronics,70000,52500.0
158,892,Logan Hayes,110,45000.0,Microwave,Home Appliances,offline,Mumbai,02-17-2026,4,Card,0.15,successful,2026-02-17,2026,2,February,Q1,ab0d53aa78b494cdb744b33fc37f0d7462b66a6ec7c2a59489db0522f91e71ea,XXXXXX0803,retail_data1,Home Appliances,45000,153000.0
159,570,Donald Carter,103,1300.0,Shirt,Clothing,offline,Chennai,2025-05-08 00:00:00,1,Cash,0.2,successful,2025-05-08,2025,5,May,Q2,76f510090627ecfd9770efd3ffa0208d7a685b545cc2f57456fe5c0ee1a42ea7,XXXXXX0219,retail_data1,Clothing,1300,1040.0
160,152,Levi Leon,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-06-06 00:00:00,3,Cash,0.15,successful,2025-06-06,2025,6,June,Q2,16e01ad37df4d3f2d0b47a400c76d89cde0c167ac21ec2c84e9532a2d6d50e46,XXXXXX3306,retail_data1,Home Appliances,65000,165750.0
161,944,Julie Rodriguez,104,8000.0,Shoes,Clothing,offline,Delhi,2025-08-29 00:00:00,3,Cash,0.1,successful,2025-08-29,2025,8,August,Q3,e5f3e3a9dadaaa6b0094a55fdb951d4a8b78ef5f891f8de4ebcbc75400eb6d51,XXXXXX0779,retail_data1,Clothing,8000,21600.0
162,197,Gabriel Mills,103,1300.0,Shirt,Clothing,online,Mumbai,2025-11-15 00:00:00,5,Netbanking,0.25,successful,2025-11-15,2025,11,November,Q4,6443f654b1d00957bd768fc154c8a5d5c52df7058ae19d40e6c0493b100def2a,XXXXXX4137,retail_data1,Clothing,1300,4875.0
163,256,Nicole Williams,104,8000.0,Shoes,Clothing,offline,Chennai,2025-10-08 00:00:00,2,Netbanking,0.15,successful,2025-10-08,2025,10,October,Q4,a39038d1a7d3d2e4ccb47c4a31d28f07dfabf600686cfae0e148e1ad99f9bb51,XXXXXX1732,retail_data1,Clothing,8000,13600.0
164,993,Julie Wade,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-04-21 00:00:00,2,Card,0.2,successful,2025-04-21,2025,4,April,Q2,bde658b7f17f26873b4250f7be3d29ba7fabaf5e0039e85169f93a489d3b3d1b,XXXXXX9325,retail_data1,Home Appliances,65000,104000.0
165,525,Laura Barajas,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-08-09 00:00:00,1,Cash,0.05,successful,2025-08-09,2025,8,August,Q3,d0840b513b03544724d6113a95724298f81bb0f3a64fd48d81ec3bb0fd8cf078,XXXXXX1400,retail_data1,Furniture,80000,76000.0
166,976,Paula Rogers,101,250000.0,Laptop,Electronics,offline,Chennai,2025-11-13 00:00:00,5,Upi,0.25,successful,2025-11-13,2025,11,November,Q4,f64e8191278a138a219bbf2a6b049a039e462a5c6b3ff15ecca69f6a2b25e682,XXXXXX1725,retail_data1,Electronics,250000,937500.0
167,820,Mary Goodwin,103,1300.0,Shirt,Clothing,online,Delhi,2026-03-09 00:00:00,3,Card,0.2,successful,2026-03-09,2026,3,March,Q1,cc4d95c9c2fd4a4e35622d8cd5247cd3d0a7120a65f16ce19c4e64c5a7ec762f,XXXXXX9201,retail_data1,Clothing,1300,3120.0
168,92,Kelly Chang,101,250000.0,Laptop,Electronics,offline,Chennai,2025-06-03 00:00:00,5,Card,0.25,successful,2025-06-03,2025,6,June,Q2,490f075f74f9c23e09e015a662a5e0c9d9a95432293a5989250f924ccdc303ef,XXXXXX9379,retail_data1,Electronics,250000,937500.0
169,721,Robert Villa,102,70000.0,Phone,Electronics,online,Mumbai,10-31-2025,5,Cash,0.35,successful,2025-10-31,2025,10,October,Q4,fa807578214297811abe57ea58fcd1f42a7ac00ea3a4fbf65140a9206e9358a1,XXXXXX1453,retail_data1,Electronics,70000,227500.0
170,893,Taylor Walton,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-04-29 00:00:00,4,Upi,0.2,successful,2025-04-29,2025,4,April,Q2,4083efd0b7994a2900405a9dfb00edef2e22dda123a1eb922518824270fc715e,XXXXXX5386,retail_data1,Home Appliances,45000,144000.0
171,871,Joel Hall,102,70000.0,Phone,Electronics,online,Chennai,2026-01-20 00:00:00,3,Upi,0.2,successful,2026-01-20,2026,1,January,Q1,ba3d389de8c6ad00ce28cb5a670dd1daf4a1635fb5af90faf2aa8b44f160cf78,XXXXXX5629,retail_data1,Electronics,70000,168000.0
172,5,Kathleen Olson,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-04-16 00:00:00,5,Cash,0.3,successful,2025-04-16,2025,4,April,Q2,f88c787d6a8aafc3128af06999104576da48289a1f901760699bacac4e695e27,XXXXXX9805,retail_data1,Clothing,1300,4550.0
173,368,Emily Scott,107,50000.0,Dining Table,Furniture,offline,Mumbai,2026-02-20 00:00:00,4,Card,0.3,successful,2026-02-20,2026,2,February,Q1,451cf72e432ff95cf63d11cf3d1e450eda0c167671f9e97d3f2307ce4fc2b91e,XXXXXX9634,retail_data1,Furniture,50000,140000.0
174,97,Joseph Nolan,105,45000.0,TV,Electronics,online,Bangalore,2025-10-09 00:00:00,2,Netbanking,0.4,successful,2025-10-09,2025,10,October,Q4,87ba032f4f8b2163261b57b98ac028092a5a7d68f04591b1610e2316da93760d,XXXXXX3593,retail_data1,Electronics,45000,54000.0
175,22,James Walters,110,45000.0,Microwave,Home Appliances,online,Chennai,09-13-2025,5,Cash,0.05,successful,2025-09-13,2025,9,September,Q3,0c87ada7f842f182e44d4957a48d30ffca820b86f63a5ede55782e5b55a1d5a1,XXXXXX4842,retail_data1,Home Appliances,45000,213750.0
176,260,Cynthia Fields,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-09-20 00:00:00,5,Cash,0.4,successful,2025-09-20,2025,9,September,Q3,f2616443a3b6ab176b6c57897ec30b61daf389136e0683e13864d3b15db8772b,XXXXXX5111,retail_data1,Furniture,50000,150000.0
177,164,Shawn Stewart,107,50000.0,Dining Table,Furniture,online,Chennai,2025-09-04 00:00:00,4,Card,0.05,successful,2025-09-04,2025,9,September,Q3,41f57676af25737ac6f1809a4c65bb04396b62571033c0fd43fa927d0b1bbb5d,XXXXXX4854,retail_data1,Furniture,50000,190000.0
178,288,Darren Parker,102,70000.0,Phone,Electronics,online,Hyderabad,2025-08-07 00:00:00,4,Netbanking,0.35,successful,2025-08-07,2025,8,August,Q3,79f82ecfa4f3f0d08d595abd0bfa7b853aa0738180a22eb0e8d25ff59e4aab10,XXXXXX3569,retail_data1,Electronics,70000,182000.0
179,565,Craig Moore,105,45000.0,TV,Electronics,offline,Mumbai,2025-08-08 00:00:00,3,Cash,0.2,successful,2025-08-08,2025,8,August,Q3,9e219256176fe3b0ce566ff3659e50ad565ddeb5cbb896ad1fed7f84c2efa8e2,XXXXXX2911,retail_data1,Electronics,45000,108000.0
180,500,Katelyn Garza,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,12-23-2025,5,Cash,0.1,successful,2025-12-23,2025,12,December,Q4,1b5e908301f305e1dd2d28d6ac52003aa79b71a37644737af643ee2949a88759,XXXXXX0083,retail_data1,Home Appliances,15000,67500.0
181,693,Joseph Maldonado,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,11-27-2025,4,Card,0.4,successful,2025-11-27,2025,11,November,Q4,958b0fa7f738dbf448bab2cc1e05e205c34fe69055abb3b8cb1c1a93be04dbe6,XXXXXX5157,retail_data1,Home Appliances,15000,36000.0
182,749,Linda Lara,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-04-21 00:00:00,4,Cash,0.1,successful,2025-04-21,2025,4,April,Q2,f6900336264fd54c3c6125dc900d40d62e074c1c107f269aaeb8fb8f4c6f288c,XXXXXX4201,retail_data1,Home Appliances,65000,234000.0
